,symbol,title,actual,forecast,previous,datetime,symbol_pair,preceding_price
50382,NZD,CPI q/q,17.86,0.004,0.0,2010-02-14 17:45:00,NZDJPY,-2.0
50317,NZD,GDT Price Index,30.29,,-0.024,2010-02-15 10:33:00,NZDJPY,0.0
50295,NZD,CPI q/q,17.86,0.004,0.0,2010-02-15 17:45:00,NZDJPY,0.0
50229,NZD,GDT Price Index,30.29,,-0.024,2010-02-16 10:33:00,NZDJPY,0.0
50206,NZD,CPI q/q,17.86,0.004,0.0,2010-02-16 17:45:00,NZDJPY,-1.0
50141,NZD,GDT Price Index,30.29,,-0.024,2010-02-17 10:33:00,NZDJPY,0.0
50122,NZD,CPI q/q,17.86,0.004,0.0,2010-02-17 17:45:00,NZDJPY,0.0
50053,NZD,GDT Price Index,30.29,,-0.024,2010-02-18 10:33:00,NZDJPY,0.0
50031,NZD,CPI q/q,17.86,0.004,0.0,2010-02-18 17:45:00,NZDJPY,-1.0
49965,NZD,GDT Price Index,30.29,,-0.024,2010-02-19 10:33:00,NZDJPY,0.0
49943,NZD,CPI q/q,17.86,0.004,0.0,2010-02-19 17:45:00,NZDJPY,0.0
49877,NZD,GDT Price Index,30.29,,-0.024,2010-02-20 10:33:00,NZDJPY,-2.0
49855,NZD,CPI q/q,17.86,0.004,0.0,2010-02-20 17:45:00,NZDJPY,-2.0
49788,NZD,GDT Price Index,30.29,,-0.024,2010-02-21 10:33:00,NZDJPY,-2.0
49767,NZD,CPI q/q,17.86,0.004,0.0,2010-02-21 17:45:00,NZDJPY,-2.0
49703,NZD,GDT Price Index,30.29,,-0.024,2010-02-22 10:33:00,NZDJPY,0.0
49679,NZD,CPI q/q,17.86,0.004,0.0,2010-02-22 17:45:00,NZDJPY,0.0
49613,NZD,GDT Price Index,30.29,,-0.024,2010-02-23 10:33:00,NZDJPY,0.0
49591,NZD,CPI q/q,17.86,0.004,0.0,2010-02-23 17:45:00,NZDJPY,2.0
49524,NZD,GDT Price Index,30.29,,-0.024,2010-02-24 10:33:00,NZDJPY,1.0
49502,NZD,CPI q/q,17.86,0.004,0.0,2010-02-24 17:45:00,NZDJPY,0.0
49437,NZD,GDT Price Index,30.29,,-0.024,2010-02-25 10:33:00,NZDJPY,0.0
49413,NZD,CPI q/q,17.86,0.004,0.0,2010-02-25 17:45:00,NZDJPY,1.0
49349,NZD,GDT Price Index,30.29,,-0.024,2010-02-26 10:33:00,NZDJPY,0.0
49327,NZD,CPI q/q,17.86,0.004,0.0,2010-02-26 17:45:00,NZDJPY,0.0
49265,NZD,GDT Price Index,30.29,,-0.024,2010-02-27 10:33:00,NZDJPY,-2.0
49238,NZD,CPI q/q,17.86,0.004,0.0,2010-02-27 17:45:00,NZDJPY,-2.0
49172,NZD,GDT Price Index,30.29,,-0.024,2010-02-28 10:33:00,NZDJPY,-2.0
49151,NZD,CPI q/q,17.86,0.004,0.0,2010-02-28 17:45:00,NZDJPY,-2.0
49137,JPY,10-y Bond Auction,44.62,,2.475,2010-03-01 23:45:00,NZDJPY,0.0
49133,JPY,Monetary Base y/y,34.87,0.048,0.049,2010-03-01 19:50:00,NZDJPY,0.0
49131,JPY,Unemployment Rate,55.81,0.051,0.052000000000000005,2010-03-01 19:30:00,NZDJPY,0.0
49130,JPY,Household Spending y/y,71.35,0.026000000000000002,0.021,2010-03-01 19:30:00,NZDJPY,0.0
49107,JPY,Average Cash Earnings y/y,11.7,-0.012,-0.059000000000000004,2010-03-02 21:30:00,NZDJPY,0.0
49089,JPY,Capital Spending q/y,1.19,-0.18100000000000002,-0.248,2010-03-03 19:50:00,NZDJPY,0.0
49046,JPY,M2 Money Stock y/y,59.46,0.027999999999999997,0.028999999999999998,2010-03-07 19:50:00,NZDJPY,-2.0
49045,JPY,Current Account,62.28,1250000000000.0,1300000000000.0,2010-03-07 19:50:00,NZDJPY,-2.0
49044,JPY,Bank Lending y/y,8.93,,-0.015,2010-03-07 19:50:00,NZDJPY,-2.0
49043,NZD,Manufacturing Sales q/q,0.0,,-0.051,2010-03-07 17:45:00,NZDJPY,-2.0
49042,JPY,30-y Bond Auction,66.6,,3.105,2010-03-08 23:45:00,NZDJPY,0.0
49030,JPY,PPI y/y,40.51,-0.013999999999999999,-0.021,2010-03-09 19:50:00,NZDJPY,-1.0
49027,JPY,Core Machinery Orders m/m,100.0,-0.038,0.201,2010-03-09 19:50:00,NZDJPY,-1.0
49023,NZD,Overseas Trade Index q/q,46.15,0.012,-0.016,2010-03-09 17:45:00,NZDJPY,-1.0
49003,JPY,Final GDP Price Index y/y,0.0,-0.028999999999999998,-0.03,2010-03-10 19:52:00,NZDJPY,0.0
49002,JPY,Final GDP q/q,92.73,0.01,0.011000000000000001,2010-03-10 19:50:00,NZDJPY,0.0
49001,NZD,FPI m/m,83.72,,0.021,2010-03-10 17:45:00,NZDJPY,0.0
49000,NZD,Business NZ Manufacturing Index,69.55,,52.1,2010-03-10 17:33:00,NZDJPY,0.0
48996,NZD,Official Cash Rate,11.54,0.025,0.025,2010-03-10 16:00:00,NZDJPY,-1.0
48979,NZD,Retail Sales m/m,32.26,0.004,-0.004,2010-03-11 17:45:00,NZDJPY,0.0
48978,NZD,Core Retail Sales m/m,0.0,0.006999999999999999,-0.02,2010-03-11 17:45:00,NZDJPY,0.0
48976,NZD,REINZ HPI m/m,10.75,,-0.016,2010-03-11 17:00:00,NZDJPY,0.0
48930,JPY,Overnight Call Rate,0.0,0.001,0.001,2010-03-16 23:49:00,NZDJPY,0.0
48926,JPY,Tertiary Industry Activity m/m,56.82,0.013000000000000001,-0.009000000000000001,2010-03-16 19:50:00,NZDJPY,0.0
48925,NZD,Westpac Consumer Sentiment,96.06,,116.9,2010-03-16 17:00:00,NZDJPY,0.0
48907,JPY,BSI Manufacturing Index,97.18,15.3,13.2,2010-03-17 19:50:00,NZDJPY,0.0
48892,NZD,Credit Card Spending y/y,49.34,,0.027000000000000003,2010-03-18 22:00:00,NZDJPY,0.0
48891,NZD,Visitor Arrivals m/m,31.88,,-0.023,2010-03-18 17:45:00,NZDJPY,0.0
48848,JPY,Trade Balance,83.39,410000000000.0,650000000000.0,2010-03-23 19:50:00,NZDJPY,0.0
48847,NZD,Current Account,23.31,-1640000000.0,-1590000000.0,2010-03-23 17:45:00,NZDJPY,0.0
48832,JPY,SPPI y/y,31.94,-0.011000000000000001,-0.012,2010-03-24 19:50:00,NZDJPY,-1.0
48830,NZD,GDP q/q,50.0,0.008,0.003,2010-03-24 17:45:00,NZDJPY,-1.0
48811,JPY,National Core CPI y/y,18.97,-0.012,-0.013000000000000001,2010-03-25 19:30:00,NZDJPY,0.0
48810,NZD,Trade Balance,60.91,355000000.0,263000000.0,2010-03-25 17:45:00,NZDJPY,-1.0
48809,JPY,Tokyo Core CPI y/y,8.0,-0.017,-0.018000000000000002,2010-03-25 19:30:00,NZDJPY,0.0
48780,JPY,Retail Sales y/y,57.97,0.017,0.023,2010-03-28 19:50:00,NZDJPY,-2.0
48779,JPY,Prelim Industrial Production m/m,83.87,-0.004,0.027000000000000003,2010-03-29 19:50:00,NZDJPY,0.0
48778,JPY,Unemployment Rate,48.84,0.049,0.049,2010-03-29 19:30:00,NZDJPY,0.0
48777,JPY,Household Spending y/y,69.1,0.015,0.017,2010-03-29 19:30:00,NZDJPY,0.0
48775,NZD,Building Consents m/m,30.69,,-0.027999999999999997,2010-03-29 17:45:00,NZDJPY,0.0
48765,NZD,ANZ Business Confidence,83.92,,50.1,2010-03-30 22:00:00,NZDJPY,0.0
48764,JPY,Average Cash Earnings y/y,72.34,0.0,-0.002,2010-03-30 21:30:00,NZDJPY,0.0
48760,JPY,Final Manufacturing PMI,83.78,,52.5,2010-03-30 19:18:00,NZDJPY,0.0
48740,JPY,Tankan Non-Manufacturing Index,16.07,-17.0,-22.0,2010-03-31 19:50:00,NZDJPY,0.0
48739,JPY,Tankan Manufacturing Index,40.96,-14.0,-24.0,2010-03-31 19:50:00,NZDJPY,0.0
48724,JPY,Monetary Base y/y,31.41,0.023,0.022000000000000002,2010-04-01 19:50:00,NZDJPY,0.0
48688,NZD,ANZ Commodity Prices m/m,56.0,,0.038,2010-04-05 23:00:00,NZDJPY,0.0
48687,JPY,10-y Bond Auction,40.38,,2.365,2010-04-05 23:45:00,NZDJPY,0.0
48685,NZD,NZIER Business Confidence,82.05,,31.0,2010-04-05 18:00:00,NZDJPY,0.0
48677,JPY,Overnight Call Rate,0.0,0.001,0.001,2010-04-06 23:03:00,NZDJPY,0.0
48672,NZD,GDT Price Index,36.81,,0.001,2010-04-06 10:30:00,NZDJPY,0.0
48660,JPY,Current Account,74.55,1250000000000.0,1710000000000.0,2010-04-07 19:50:00,NZDJPY,0.0
48658,JPY,Core Machinery Orders m/m,39.9,0.038,-0.037000000000000005,2010-04-07 19:50:00,NZDJPY,0.0
48599,JPY,M2 Money Stock y/y,54.05,0.027000000000000003,0.027000000000000003,2010-04-11 19:50:00,NZDJPY,-2.0
48598,JPY,Bank Lending y/y,8.93,,-0.015,2010-04-11 19:50:00,NZDJPY,-2.0
48594,JPY,30-y Bond Auction,66.41,,3.0999999999999996,2010-04-12 23:45:00,NZDJPY,0.0
48593,JPY,PPI y/y,43.67,-0.011000000000000001,-0.016,2010-04-12 19:50:00,NZDJPY,0.0
48582,NZD,Retail Sales m/m,50.0,0.002,0.006999999999999999,2010-04-13 18:45:00,NZDJPY,0.0
48581,NZD,Core Retail Sales m/m,51.11,0.003,0.003,2010-04-13 18:45:00,NZDJPY,0.0
48557,NZD,Business NZ Manufacturing Index,75.72,,53.6,2010-04-14 18:33:00,NZDJPY,0.0
48544,NZD,REINZ HPI m/m,32.26,,0.004,2010-04-15 18:00:00,NZDJPY,0.0
48515,JPY,Tertiary Industry Activity m/m,100.0,-0.009000000000000001,0.028999999999999998,2010-04-19 19:50:00,NZDJPY,0.0
48514,NZD,FPI m/m,4.65,,-0.013000000000000001,2010-04-19 18:45:00,NZDJPY,0.0
48513,NZD,CPI q/q,10.71,0.006,-0.002,2010-04-19 18:45:00,NZDJPY,0.0
48493,JPY,Trade Balance,77.16,660000000000.0,470000000000.0,2010-04-21 19:50:00,NZDJPY,0.0
48483,NZD,Credit Card Spending y/y,39.47,,0.012,2010-04-22 23:00:00,NZDJPY,0.0
48479,NZD,Visitor Arrivals m/m,33.22,,-0.019,2010-04-22 18:45:00,NZDJPY,0.0
48433,JPY,SPPI y/y,31.94,-0.013000000000000001,-0.012,2010-04-25 19:50:00,NZDJPY,-2.0
48427,NZD,ANZ Business Confidence,78.01,,42.5,2010-04-27 22:56:00,NZDJPY,1.0
48423,JPY,Retail Sales y/y,67.15,0.037000000000000005,0.042,2010-04-27 19:50:00,NZDJPY,2.0
48407,NZD,Trade Balance,60.91,375000000.0,335000000.0,2010-04-28 18:45:00,NZDJPY,-1.0
48405,NZD,Official Cash Rate,11.54,0.025,0.025,2010-04-28 17:00:00,NZDJPY,-1.0
48397,JPY,Average Cash Earnings y/y,68.09,-0.002,-0.006,2010-04-29 21:30:00,NZDJPY,0.0
48395,JPY,Prelim Industrial Production m/m,68.66,0.009000000000000001,-0.006,2010-04-29 19:50:00,NZDJPY,0.0
48394,JPY,Unemployment Rate,48.84,0.049,0.049,2010-04-29 19:30:00,NZDJPY,0.0
48393,JPY,National Core CPI y/y,20.69,-0.012,-0.012,2010-04-29 19:30:00,NZDJPY,0.0
48392,JPY,Tokyo Core CPI y/y,8.0,-0.02,-0.018000000000000002,2010-04-29 19:30:00,NZDJPY,0.0
48391,JPY,Household Spending y/y,56.74,0.006999999999999999,-0.005,2010-04-29 19:30:00,NZDJPY,0.0
48390,JPY,Final Manufacturing PMI,83.4,,52.4,2010-04-29 19:15:00,NZDJPY,0.0
48388,NZD,Building Consents m/m,37.64,,0.057999999999999996,2010-04-29 18:45:00,NZDJPY,0.0
48353,NZD,ANZ Commodity Prices m/m,46.0,,0.018000000000000002,2010-05-02 23:03:00,NZDJPY,0.0
48343,NZD,Labor Cost Index q/q,0.0,0.004,0.003,2010-05-03 18:45:00,NZDJPY,0.0
48321,NZD,GDT Price Index,95.56,,0.226,2010-05-04 10:30:00,NZDJPY,0.0
48306,NZD,Unemployment Rate,100.0,0.073,0.071,2010-05-05 18:45:00,NZDJPY,1.0
48305,NZD,Employment Change q/q,32.43,0.003,-0.001,2010-05-05 18:45:00,NZDJPY,1.0
48286,JPY,Monetary Base y/y,31.28,0.024,0.021,2010-05-06 19:50:00,NZDJPY,2.0
48248,JPY,Overnight Call Rate,0.0,,0.001,2010-05-09 23:11:00,NZDJPY,0.0
48240,JPY,10-y Bond Auction,24.42,,1.95,2010-05-10 23:45:00,NZDJPY,1.0
48204,JPY,M2 Money Stock y/y,54.05,0.025,0.027000000000000003,2010-05-12 19:50:00,NZDJPY,0.0
48202,JPY,Current Account,55.39,1490000000000.0,1070000000000.0001,2010-05-12 19:50:00,NZDJPY,0.0
48201,JPY,Bank Lending y/y,3.57,,-0.018000000000000002,2010-05-12 19:50:00,NZDJPY,0.0
48199,NZD,FPI m/m,39.53,,0.002,2010-05-12 18:48:00,NZDJPY,0.0
48198,NZD,Business NZ Manufacturing Index,88.48,,56.7,2010-05-12 18:33:00,NZDJPY,0.0
48174,NZD,Retail Sales q/q,54.55,0.003,0.009000000000000001,2010-05-13 18:45:00,NZDJPY,0.0
48173,NZD,Core Retail Sales q/q,52.0,,0.012,2010-05-13 18:45:00,NZDJPY,0.0
48172,NZD,Retail Sales m/m,29.03,0.012,-0.006,2010-05-13 18:45:00,NZDJPY,0.0
48171,NZD,Core Retail Sales m/m,24.44,0.015,-0.009000000000000001,2010-05-13 18:45:00,NZDJPY,0.0
48170,NZD,REINZ HPI m/m,46.24,,0.017,2010-05-13 18:00:00,NZDJPY,0.0
48141,JPY,PPI y/y,45.57,-0.002,-0.013000000000000001,2010-05-16 19:50:00,NZDJPY,-2.0
48140,JPY,Core Machinery Orders m/m,35.61,0.057999999999999996,-0.054000000000000006,2010-05-16 19:50:00,NZDJPY,-2.0
48137,NZD,PPI Output q/q,20.41,0.005,-0.004,2010-05-17 18:45:00,NZDJPY,0.0
48136,JPY,Tertiary Industry Activity m/m,63.64,-0.013000000000000001,-0.003,2010-05-17 19:50:00,NZDJPY,0.0
48134,NZD,PPI Input q/q,34.57,0.005,0.003,2010-05-17 18:45:00,NZDJPY,0.0
48102,JPY,Prelim GDP Price Index y/y,1.61,-0.028999999999999998,-0.027000000000000003,2010-05-19 19:50:00,NZDJPY,0.0
48101,JPY,Prelim GDP q/q,88.89,0.013999999999999999,0.01,2010-05-19 19:50:00,NZDJPY,0.0
48087,JPY,Overnight Call Rate,0.0,0.001,0.001,2010-05-20 23:41:00,NZDJPY,1.0
48085,NZD,Credit Card Spending y/y,72.37,,0.062,2010-05-20 23:00:00,NZDJPY,1.0
48084,NZD,Visitor Arrivals m/m,42.28,,0.008,2010-05-20 18:45:00,NZDJPY,1.0
48048,NZD,Inflation Expectations q/q,78.57,,0.027000000000000003,2010-05-24 23:00:00,NZDJPY,0.0
48035,JPY,SPPI y/y,31.94,-0.013999999999999999,-0.012,2010-05-25 19:50:00,NZDJPY,-2.0
48023,NZD,Trade Balance,60.92,455000000.0,590000000.0,2010-05-26 18:45:00,NZDJPY,1.0
48020,JPY,Trade Balance,87.54,690000000000.0,770000000000.0,2010-05-26 19:50:00,NZDJPY,2.0
48010,JPY,Retail Sales y/y,69.57,0.037000000000000005,0.047,2010-05-27 19:50:00,NZDJPY,-2.0
48009,JPY,Unemployment Rate,51.16,0.05,0.05,2010-05-27 19:30:00,NZDJPY,-2.0
48008,JPY,National Core CPI y/y,20.69,-0.013000000000000001,-0.012,2010-05-27 19:30:00,NZDJPY,-2.0
48007,JPY,Tokyo Core CPI y/y,6.0,-0.015,-0.019,2010-05-27 19:30:00,NZDJPY,-2.0
48006,JPY,Household Spending y/y,84.27,0.025,0.044000000000000004,2010-05-27 19:30:00,NZDJPY,-2.0
48004,NZD,Building Consents m/m,33.04,,0.001,2010-05-27 18:45:00,NZDJPY,-2.0
47979,NZD,ANZ Business Confidence,83.45,,49.5,2010-05-30 23:00:00,NZDJPY,0.0
47978,JPY,Average Cash Earnings y/y,85.11,0.009000000000000001,0.01,2010-05-30 21:30:00,NZDJPY,-2.0
47970,JPY,Prelim Industrial Production m/m,76.96,0.026000000000000002,0.012,2010-05-30 19:50:00,NZDJPY,-2.0
47969,JPY,Final Manufacturing PMI,88.8,,53.8,2010-05-30 19:15:00,NZDJPY,-2.0
47968,JPY,10-y Bond Auction,42.12,,2.41,2010-05-31 23:45:00,NZDJPY,0.0
47950,NZD,ANZ Commodity Prices m/m,64.0,,0.054000000000000006,2010-06-01 23:00:00,NZDJPY,0.0
47948,JPY,Monetary Base y/y,32.31,0.027999999999999997,0.028999999999999998,2010-06-01 19:50:00,NZDJPY,0.0
47947,NZD,GDT Price Index,34.73,,-0.006999999999999999,2010-06-01 10:30:00,NZDJPY,1.0
47923,JPY,Capital Spending q/y,19.0,-0.095,-0.17300000000000001,2010-06-02 19:50:00,NZDJPY,-1.0
47872,JPY,30-y Bond Auction,60.69,,2.95,2010-06-07 23:45:00,NZDJPY,1.0
47871,JPY,M2 Money Stock y/y,59.46,0.027999999999999997,0.028999999999999998,2010-06-07 19:50:00,NZDJPY,1.0
47869,JPY,Current Account,76.35,1420000000000.0,1770000000000.0,2010-06-07 19:50:00,NZDJPY,1.0
47868,JPY,Bank Lending y/y,3.57,,-0.018000000000000002,2010-06-07 19:50:00,NZDJPY,1.0
47866,NZD,Manufacturing Sales q/q,43.28,,0.006999999999999999,2010-06-07 18:45:00,NZDJPY,0.0
47858,JPY,Core Machinery Orders m/m,62.88,0.012,0.054000000000000006,2010-06-08 19:50:00,NZDJPY,0.0
47835,JPY,PPI y/y,53.16,0.003,-0.001,2010-06-09 19:50:00,NZDJPY,1.0
47833,JPY,Final GDP Price Index y/y,0.0,-0.03,-0.03,2010-06-09 19:52:00,NZDJPY,1.0
47832,JPY,Final GDP q/q,94.55,0.011000000000000001,0.012,2010-06-09 19:50:00,NZDJPY,1.0
47831,NZD,Overseas Trade Index q/q,89.94,0.019,0.057999999999999996,2010-06-09 18:45:00,NZDJPY,0.0
47830,NZD,Business NZ Manufacturing Index,96.3,,58.6,2010-06-09 18:32:00,NZDJPY,0.0
47826,NZD,Official Cash Rate,11.54,0.0275,0.025,2010-06-09 17:00:00,NZDJPY,-1.0
47807,NZD,FPI m/m,23.26,,-0.005,2010-06-10 18:47:00,NZDJPY,0.0
47772,JPY,BSI Manufacturing Index,86.26,7.8,4.3,2010-06-13 19:50:00,NZDJPY,-2.0
47771,NZD,Retail Sales m/m,46.77,-0.002,0.005,2010-06-13 18:45:00,NZDJPY,-2.0
47770,NZD,Core Retail Sales m/m,66.67,-0.004,0.01,2010-06-13 18:45:00,NZDJPY,-2.0
47768,JPY,Overnight Call Rate,0.0,0.001,0.001,2010-06-14 23:56:00,NZDJPY,0.0
47761,NZD,REINZ HPI m/m,23.66,,-0.004,2010-06-14 18:00:00,NZDJPY,0.0
47750,JPY,Tertiary Industry Activity m/m,36.36,0.025,-0.027000000000000003,2010-06-15 19:50:00,NZDJPY,-1.0
47749,NZD,Westpac Consumer Sentiment,94.25,,114.7,2010-06-15 18:01:00,NZDJPY,-1.0
47683,NZD,Visitor Arrivals m/m,33.56,,-0.018000000000000002,2010-06-20 18:45:00,NZDJPY,-2.0
47681,NZD,Credit Card Spending y/y,36.18,,0.006999999999999999,2010-06-21 23:00:00,NZDJPY,0.0
47676,NZD,Current Account,23.25,-300000000.0,-3410000000.0,2010-06-22 18:45:00,NZDJPY,0.0
47662,JPY,Trade Balance,78.55,640000000000.0,510000000000.0,2010-06-23 19:52:00,NZDJPY,0.0
47661,JPY,SPPI y/y,33.33,-0.01,-0.011000000000000001,2010-06-23 19:50:00,NZDJPY,0.0
47660,NZD,GDP q/q,73.08,0.005,0.009000000000000001,2010-06-23 18:45:00,NZDJPY,0.0
47640,JPY,National Core CPI y/y,15.52,-0.013000000000000001,-0.015,2010-06-24 19:30:00,NZDJPY,0.0
47639,JPY,Tokyo Core CPI y/y,14.0,-0.015,-0.015,2010-06-24 19:30:00,NZDJPY,0.0
47637,NZD,Trade Balance,60.92,845000000.0,665000000.0,2010-06-24 18:45:00,NZDJPY,-1.0
47619,NZD,ANZ Business Confidence,82.44,,48.2,2010-06-27 23:00:00,NZDJPY,0.0
47618,JPY,Retail Sales y/y,70.53,0.047,0.049,2010-06-27 19:50:00,NZDJPY,-2.0
47616,JPY,Prelim Industrial Production m/m,77.42,0.001,0.013000000000000001,2010-06-28 19:50:00,NZDJPY,0.0
47615,JPY,Unemployment Rate,53.49,0.05,0.051,2010-06-28 19:30:00,NZDJPY,0.0
47614,JPY,Household Spending y/y,55.62,0.004,-0.006999999999999999,2010-06-28 19:30:00,NZDJPY,0.0
47613,NZD,Building Consents m/m,39.82,,0.085,2010-06-28 18:45:00,NZDJPY,0.0
47603,JPY,Average Cash Earnings y/y,91.49,0.009000000000000001,0.016,2010-06-29 21:30:00,NZDJPY,0.0
47600,JPY,Final Manufacturing PMI,92.28,,54.7,2010-06-29 19:15:00,NZDJPY,0.0
47589,NZD,ANZ Commodity Prices m/m,51.0,,0.027999999999999997,2010-06-30 23:00:00,NZDJPY,1.0
47584,JPY,Tankan Non-Manufacturing Index,30.36,-8.0,-14.0,2010-06-30 19:50:00,NZDJPY,1.0
47583,JPY,Tankan Manufacturing Index,53.01,-3.0,-14.0,2010-06-30 19:50:00,NZDJPY,1.0
47568,JPY,Monetary Base y/y,33.33,0.038,0.037000000000000005,2010-07-01 19:50:00,NZDJPY,0.0
47534,JPY,10-y Bond Auction,49.04,,2.59,2010-07-05 23:45:00,NZDJPY,0.0
47532,NZD,NZIER Business Confidence,74.36,,22.0,2010-07-05 18:00:00,NZDJPY,0.0
47519,NZD,GDT Price Index,29.5,,-0.027000000000000003,2010-07-06 10:30:00,NZDJPY,-1.0
47510,JPY,30-y Bond Auction,30.92,,2.17,2010-07-07 23:45:00,NZDJPY,-1.0
47507,JPY,M2 Money Stock y/y,64.86,0.031,0.031,2010-07-07 19:50:00,NZDJPY,-2.0
47506,JPY,Current Account,64.67,1120000000000.0,1380000000000.0,2010-07-07 19:50:00,NZDJPY,-2.0
47505,JPY,Bank Lending y/y,0.0,,-0.02,2010-07-07 19:50:00,NZDJPY,-2.0
47504,JPY,Core Machinery Orders m/m,59.34,-0.03,0.04,2010-07-07 19:50:00,NZDJPY,-2.0
47465,JPY,PPI y/y,56.96,0.006,0.005,2010-07-11 19:50:00,NZDJPY,-2.0
47458,NZD,FPI m/m,18.6,,-0.006999999999999999,2010-07-12 18:45:00,NZDJPY,0.0
47448,NZD,Retail Sales m/m,33.87,0.006,-0.003,2010-07-13 18:45:00,NZDJPY,-1.0
47447,NZD,REINZ HPI m/m,12.9,,-0.013999999999999999,2010-07-13 18:00:00,NZDJPY,-1.0
47446,NZD,Core Retail Sales m/m,42.22,0.006,-0.001,2010-07-13 18:45:00,NZDJPY,-1.0
47424,JPY,Overnight Call Rate,0.0,0.001,0.001,2010-07-14 23:46:00,NZDJPY,0.0
47412,NZD,Business NZ Manufacturing Index,77.37,,54.0,2010-07-14 18:27:00,NZDJPY,0.0
47397,JPY,Tertiary Industry Activity m/m,94.32,-0.006999999999999999,0.024,2010-07-15 19:50:00,NZDJPY,0.0
47396,NZD,CPI q/q,32.14,0.005,0.004,2010-07-15 18:45:00,NZDJPY,0.0
47360,NZD,Credit Card Spending y/y,53.95,,0.034,2010-07-20 23:00:00,NZDJPY,-1.0
47357,NZD,Visitor Arrivals m/m,43.29,,0.011000000000000001,2010-07-20 19:00:00,NZDJPY,-1.0
47304,JPY,Trade Balance,71.97,540000000000.00006,320000000000.0,2010-07-25 19:50:00,NZDJPY,-2.0
47302,JPY,SPPI y/y,37.5,-0.009000000000000001,-0.008,2010-07-26 19:50:00,NZDJPY,0.0
47300,NZD,ANZ Business Confidence,76.22,,40.2,2010-07-27 23:00:00,NZDJPY,0.0
47288,JPY,Retail Sales y/y,60.87,0.033,0.028999999999999998,2010-07-28 19:50:00,NZDJPY,0.0
47287,NZD,Trade Balance,60.93,359000000.0,768000000.0,2010-07-28 18:45:00,NZDJPY,0.0
47285,NZD,Official Cash Rate,15.38,0.03,0.0275,2010-07-28 17:00:00,NZDJPY,0.0
47277,JPY,Prelim Industrial Production m/m,71.89,0.002,0.001,2010-07-29 19:50:00,NZDJPY,0.0
47276,JPY,Unemployment Rate,55.81,0.052000000000000005,0.052000000000000005,2010-07-29 19:30:00,NZDJPY,0.0
47275,JPY,National Core CPI y/y,20.69,-0.01,-0.012,2010-07-29 19:30:00,NZDJPY,0.0
47274,JPY,Tokyo Core CPI y/y,18.0,-0.012,-0.013000000000000001,2010-07-29 19:30:00,NZDJPY,0.0
47273,JPY,Final Manufacturing PMI,89.19,,53.9,2010-07-29 19:15:00,NZDJPY,0.0
47272,JPY,Household Spending y/y,55.62,-0.008,-0.006999999999999999,2010-07-29 19:30:00,NZDJPY,0.0
47270,NZD,Building Consents m/m,25.28,,-0.095,2010-07-29 18:45:00,NZDJPY,0.0
47243,NZD,ANZ Commodity Prices m/m,29.0,,-0.016,2010-08-01 23:06:00,NZDJPY,0.0
47241,JPY,Average Cash Earnings y/y,75.53,0.006999999999999999,0.001,2010-08-01 21:30:00,NZDJPY,-2.0
47237,JPY,10-y Bond Auction,24.81,,1.96,2010-08-02 23:45:00,NZDJPY,0.0
47233,JPY,Monetary Base y/y,33.21,0.037000000000000005,0.036000000000000004,2010-08-02 19:50:00,NZDJPY,0.0
47232,NZD,Labor Cost Index q/q,0.0,0.004,0.003,2010-08-02 18:45:00,NZDJPY,0.0
47212,NZD,GDT Price Index,0.0,,-0.14,2010-08-03 10:30:00,NZDJPY,0.0
47199,NZD,Unemployment Rate,74.42,0.063,0.06,2010-08-04 18:45:00,NZDJPY,-1.0
47198,NZD,Employment Change q/q,62.16,0.005,0.01,2010-08-04 18:45:00,NZDJPY,-1.0
47149,JPY,M2 Money Stock y/y,59.46,0.028999999999999998,0.028999999999999998,2010-08-08 19:50:00,NZDJPY,-2.0
47148,JPY,Current Account,50.3,1440000000000.0,900000000000.0,2010-08-08 19:50:00,NZDJPY,-2.0
47147,JPY,Bank Lending y/y,0.0,,-0.02,2010-08-08 19:50:00,NZDJPY,-2.0
47146,JPY,Overnight Call Rate,0.0,0.001,0.001,2010-08-09 23:28:00,NZDJPY,0.0
47128,JPY,PPI y/y,56.33,0.0,0.004,2010-08-10 19:50:00,NZDJPY,0.0
47127,JPY,Core Machinery Orders m/m,26.26,0.055999999999999994,-0.091,2010-08-10 19:50:00,NZDJPY,0.0
47104,NZD,FPI m/m,65.12,,0.013000000000000001,2010-08-11 18:47:00,NZDJPY,0.0
47103,NZD,Business NZ Manufacturing Index,85.19,,55.9,2010-08-11 18:30:00,NZDJPY,0.0
47089,NZD,Retail Sales q/q,43.94,0.003,0.002,2010-08-12 18:45:00,NZDJPY,0.0
47088,NZD,Core Retail Sales q/q,18.0,,-0.005,2010-08-12 18:45:00,NZDJPY,0.0
47087,NZD,Retail Sales m/m,45.16,0.005,0.004,2010-08-12 18:45:00,NZDJPY,0.0
47086,NZD,Core Retail Sales m/m,40.0,0.006,-0.002,2010-08-12 18:45:00,NZDJPY,0.0
47085,NZD,REINZ HPI m/m,34.41,,0.006,2010-08-12 18:00:00,NZDJPY,0.0
47055,JPY,Tertiary Industry Activity m/m,56.82,0.0,-0.009000000000000001,2010-08-15 19:50:00,NZDJPY,-2.0
47054,JPY,Prelim GDP Price Index y/y,0.0,-0.018000000000000002,-0.027999999999999997,2010-08-15 19:52:00,NZDJPY,-2.0
