,symbol,title,actual,forecast,previous,datetime,symbol_pair,preceding_price
26875,NZD,Westpac Consumer Sentiment,95.81,,116.6,2013-09-15 18:00:00,NZDJPY,-2.0
26874,NZD,REINZ HPI m/m,22.58,,-0.005,2013-09-15 17:45:00,NZDJPY,-2.0
26857,NZD,Current Account,23.34,-1850000000.0,-420000000.0,2013-09-17 18:45:00,NZDJPY,0.0
26856,NZD,GDT Price Index,33.68,,-0.011000000000000001,2013-09-17 10:30:00,NZDJPY,0.0
26837,JPY,Trade Balance,29.41,-830000000000.0,-910000000000.0,2013-09-18 19:50:00,NZDJPY,-1.0
26836,NZD,GDP q/q,53.85,0.002,0.004,2013-09-18 18:45:00,NZDJPY,-1.0
26824,NZD,Credit Card Spending y/y,63.16,,0.048,2013-09-19 23:00:00,NZDJPY,0.0
26821,NZD,Visitor Arrivals m/m,43.62,,0.012,2013-09-19 18:45:00,NZDJPY,0.0
26781,JPY,SPPI y/y,56.94,0.005,0.006,2013-09-24 19:50:00,NZDJPY,0.0
26780,NZD,Trade Balance,60.87,-722000000.0,-771000000.0,2013-09-24 18:45:00,NZDJPY,0.0
26756,JPY,Tokyo Core CPI y/y,52.0,0.003,0.004,2013-09-26 19:30:00,NZDJPY,0.0
26755,JPY,National Core CPI y/y,53.45,0.006999999999999999,0.006999999999999999,2013-09-26 19:30:00,NZDJPY,0.0
26718,JPY,Retail Sales y/y,45.41,0.011000000000000001,-0.003,2013-09-29 19:50:00,NZDJPY,-2.0
26715,NZD,ANZ Business Confidence,82.36,,48.1,2013-09-29 20:00:00,NZDJPY,-2.0
26714,JPY,Prelim Industrial Production m/m,87.1,-0.002,0.034,2013-09-29 19:50:00,NZDJPY,-2.0
26713,NZD,Building Consents m/m,30.21,,-0.034,2013-09-29 17:45:00,NZDJPY,-2.0
26712,JPY,Final Manufacturing PMI,82.63,,52.2,2013-09-29 19:15:00,NZDJPY,-2.0
26711,JPY,10-y Bond Auction,31.54,,2.135,2013-09-30 23:45:00,NZDJPY,0.0
26710,JPY,Average Cash Earnings y/y,75.53,-0.002,0.001,2013-09-30 21:30:00,NZDJPY,0.0
26705,JPY,Tankan Manufacturing Index,74.7,7.0,4.0,2013-09-30 19:50:00,NZDJPY,0.0
26704,JPY,Tankan Non-Manufacturing Index,76.79,14.0,12.0,2013-09-30 19:50:00,NZDJPY,0.0
26703,JPY,Unemployment Rate,23.26,0.038,0.038,2013-09-30 19:30:00,NZDJPY,0.0
26702,JPY,Household Spending y/y,60.11,0.002,0.001,2013-09-30 19:30:00,NZDJPY,0.0
26684,NZD,ANZ Commodity Prices m/m,40.5,,0.006999999999999999,2013-10-01 20:00:00,NZDJPY,0.0
26683,JPY,Monetary Base y/y,82.44,0.45299999999999996,0.42,2013-10-01 19:50:00,NZDJPY,0.0
26614,JPY,Current Account,33.23,650000000000.0,330000000000.0,2013-10-07 19:50:00,NZDJPY,0.0
26611,NZD,NZIER Business Confidence,82.91,,32.0,2013-10-07 17:00:00,NZDJPY,0.0
26586,JPY,30-y Bond Auction,56.87,,2.85,2013-10-09 23:45:00,NZDJPY,0.0
26582,JPY,Bank Lending y/y,71.43,,0.02,2013-10-09 19:50:00,NZDJPY,0.0
26581,JPY,Tertiary Industry Activity m/m,62.5,0.005,-0.004,2013-10-09 19:50:00,NZDJPY,0.0
26580,JPY,Core Machinery Orders m/m,49.24,0.028999999999999998,0.0,2013-10-09 19:50:00,NZDJPY,0.0
26578,NZD,Business NZ Manufacturing Index,90.12,,57.1,2013-10-09 17:36:00,NZDJPY,0.0
26565,JPY,PPI y/y,68.35,0.024,0.023,2013-10-10 19:50:00,NZDJPY,0.0
26564,JPY,M2 Money Stock y/y,83.78,0.037000000000000005,0.038,2013-10-10 19:50:00,NZDJPY,0.0
26563,NZD,FPI m/m,23.26,,-0.005,2013-10-10 17:45:00,NZDJPY,0.0
26522,NZD,REINZ HPI m/m,50.54,,0.021,2013-10-13 19:00:00,NZDJPY,-2.0
26509,NZD,CPI q/q,25.0,0.008,0.002,2013-10-15 17:45:00,NZDJPY,0.0
26455,NZD,Credit Card Spending y/y,75.0,,0.066,2013-10-20 22:00:00,NZDJPY,-2.0
26454,JPY,Trade Balance,32.53,-1060000000000.0,-820000000000.0,2013-10-20 19:50:00,NZDJPY,-2.0
26453,NZD,Visitor Arrivals m/m,39.6,,0.0,2013-10-20 17:47:00,NZDJPY,-2.0
26426,NZD,Trade Balance,60.86,-730000000.0,-1234000000.0,2013-10-23 17:45:00,NZDJPY,0.0
26413,JPY,SPPI y/y,58.33,0.008,0.006999999999999999,2013-10-24 19:50:00,NZDJPY,0.0
26412,JPY,National Core CPI y/y,55.17,0.006999999999999999,0.008,2013-10-24 19:30:00,NZDJPY,0.0
26411,JPY,Tokyo Core CPI y/y,48.0,0.004,0.002,2013-10-24 19:30:00,NZDJPY,0.0
26378,JPY,Retail Sales y/y,52.17,0.019,0.011000000000000001,2013-10-28 19:50:00,NZDJPY,0.0
26377,JPY,Unemployment Rate,30.23,0.04,0.040999999999999995,2013-10-28 19:30:00,NZDJPY,0.0
26376,JPY,Household Spending y/y,50.56,0.006999999999999999,-0.016,2013-10-28 19:30:00,NZDJPY,0.0
26369,JPY,Prelim Industrial Production m/m,67.28,0.018000000000000002,-0.009000000000000001,2013-10-29 19:50:00,NZDJPY,0.0
26353,JPY,Average Cash Earnings y/y,64.89,-0.005,-0.009000000000000001,2013-10-30 21:30:00,NZDJPY,0.0
26348,NZD,ANZ Business Confidence,87.02,,54.1,2013-10-30 20:00:00,NZDJPY,0.0
26347,JPY,Final Manufacturing PMI,83.78,,52.5,2013-10-30 19:15:00,NZDJPY,0.0
26345,NZD,Building Consents m/m,34.17,,0.015,2013-10-30 17:45:00,NZDJPY,0.0
26342,NZD,Official Cash Rate,11.54,0.025,0.025,2013-10-30 16:00:00,NZDJPY,0.0
26288,NZD,ANZ Commodity Prices m/m,42.0,,0.01,2013-11-03 20:00:00,NZDJPY,-2.0
26279,JPY,Monetary Base y/y,87.69,0.483,0.461,2013-11-04 19:50:00,NZDJPY,0.0
26264,JPY,10-y Bond Auction,33.65,,2.19,2013-11-05 23:45:00,NZDJPY,-1.0
26260,NZD,Unemployment Rate,83.72,0.062,0.064,2013-11-05 17:45:00,NZDJPY,0.0
26259,NZD,Labor Cost Index q/q,12.5,0.005,0.004,2013-11-05 17:45:00,NZDJPY,0.0
26258,NZD,Employment Change q/q,45.95,0.005,0.004,2013-11-05 17:45:00,NZDJPY,0.0
26181,JPY,Bank Lending y/y,71.43,,0.02,2013-11-10 19:50:00,NZDJPY,-2.0
26180,JPY,Current Account,33.83,-100000000000.0,350000000000.0,2013-11-10 19:50:00,NZDJPY,-2.0
26179,JPY,30-y Bond Auction,57.44,,2.8649999999999998,2013-11-11 23:45:00,NZDJPY,0.0
26176,JPY,M2 Money Stock y/y,86.49,0.039,0.039,2013-11-11 19:50:00,NZDJPY,0.0
26175,JPY,Tertiary Industry Activity m/m,73.86,0.002,0.006,2013-11-11 19:50:00,NZDJPY,0.0
26174,NZD,REINZ HPI m/m,36.56,,0.008,2013-11-11 17:00:00,NZDJPY,0.0
26161,JPY,PPI y/y,67.72,0.025,0.022000000000000002,2013-11-12 19:50:00,NZDJPY,0.0
26160,JPY,Core Machinery Orders m/m,62.88,-0.018000000000000002,0.054000000000000006,2013-11-12 19:50:00,NZDJPY,0.0
26158,NZD,FPI m/m,34.88,,0.0,2013-11-12 17:45:00,NZDJPY,0.0
26143,JPY,Prelim GDP Price Index y/y,37.1,-0.005,-0.005,2013-11-13 19:50:00,NZDJPY,0.0
26142,JPY,Prelim GDP q/q,87.04,0.004,0.009000000000000001,2013-11-13 19:50:00,NZDJPY,0.0
26141,NZD,Core Retail Sales q/q,70.0,0.013999999999999999,0.021,2013-11-13 17:45:00,NZDJPY,0.0
26139,NZD,Retail Sales q/q,63.64,0.009000000000000001,0.015,2013-11-13 17:45:00,NZDJPY,0.0
26138,NZD,Business NZ Manufacturing Index,78.19,,54.2,2013-11-13 17:30:00,NZDJPY,0.0
26095,NZD,Inflation Expectations q/q,57.14,,0.024,2013-11-18 22:00:00,NZDJPY,0.0
26079,JPY,Trade Balance,21.8,-880000000000.0,-1130000000000.0,2013-11-19 19:50:00,NZDJPY,0.0
26075,NZD,PPI Output q/q,48.98,0.01,0.01,2013-11-19 17:45:00,NZDJPY,0.0
26074,NZD,PPI Input q/q,38.27,0.006,0.006,2013-11-19 17:45:00,NZDJPY,0.0
26063,NZD,Credit Card Spending y/y,65.13,,0.051,2013-11-20 22:00:00,NZDJPY,0.0
26041,NZD,Visitor Arrivals m/m,35.91,,-0.011000000000000001,2013-11-21 17:45:00,NZDJPY,0.0
26004,JPY,SPPI y/y,58.33,0.009000000000000001,0.006999999999999999,2013-11-25 19:50:00,NZDJPY,0.0
25993,NZD,Trade Balance,60.89,-345000000.0,-216000000.0,2013-11-26 17:45:00,NZDJPY,0.0
25984,NZD,ANZ Business Confidence,86.32,,53.2,2013-11-27 20:00:00,NZDJPY,0.0
25982,JPY,Retail Sales y/y,61.35,0.022000000000000002,0.03,2013-11-27 19:50:00,NZDJPY,0.0
25962,JPY,Prelim Industrial Production m/m,78.34,0.021,0.015,2013-11-28 19:50:00,NZDJPY,0.0
25961,JPY,Unemployment Rate,27.91,0.039,0.04,2013-11-28 19:30:00,NZDJPY,0.0
25960,JPY,National Core CPI y/y,53.45,0.009000000000000001,0.006999999999999999,2013-11-28 19:30:00,NZDJPY,0.0
25959,JPY,Tokyo Core CPI y/y,50.0,0.004,0.003,2013-11-28 19:30:00,NZDJPY,0.0
25958,JPY,Household Spending y/y,80.34,0.012,0.037000000000000005,2013-11-28 19:30:00,NZDJPY,0.0
25957,JPY,Final Manufacturing PMI,90.35,,54.2,2013-11-28 19:15:00,NZDJPY,0.0
25956,NZD,Building Consents m/m,34.09,,0.013999999999999999,2013-11-28 17:45:00,NZDJPY,0.0
25918,JPY,Capital Spending q/y,60.1,0.031,0.0,2013-12-01 19:50:00,NZDJPY,-2.0
25915,NZD,Overseas Trade Index q/q,83.43,0.03,0.047,2013-12-01 17:45:00,NZDJPY,-2.0
25912,JPY,Average Cash Earnings y/y,72.34,0.001,-0.002,2013-12-02 21:30:00,NZDJPY,0.0
25907,NZD,ANZ Commodity Prices m/m,44.0,,0.013999999999999999,2013-12-02 20:00:00,NZDJPY,0.0
25906,JPY,Monetary Base y/y,87.31,0.47200000000000003,0.45799999999999996,2013-12-02 19:50:00,NZDJPY,0.0
25879,JPY,10-y Bond Auction,32.31,,2.1550000000000002,2013-12-04 23:45:00,NZDJPY,0.0
25815,JPY,Final GDP Price Index y/y,42.19,-0.003,-0.003,2013-12-08 19:50:00,NZDJPY,-2.0
25814,JPY,Bank Lending y/y,71.43,,0.02,2013-12-08 19:50:00,NZDJPY,-2.0
25813,JPY,Final GDP q/q,81.82,0.004,0.005,2013-12-08 19:50:00,NZDJPY,-2.0
25812,JPY,Current Account,19.46,120000000000.0,-130000000000.0,2013-12-08 19:50:00,NZDJPY,-2.0
25811,NZD,Manufacturing Sales q/q,29.1,,-0.012,2013-12-08 17:45:00,NZDJPY,-2.0
25807,JPY,30-y Bond Auction,62.98,,3.0100000000000002,2013-12-09 23:45:00,NZDJPY,0.0
25806,JPY,Tertiary Industry Activity m/m,67.05,0.003,0.0,2013-12-09 19:50:00,NZDJPY,0.0
25805,JPY,BSI Manufacturing Index,99.63,17.2,15.2,2013-12-09 19:50:00,NZDJPY,0.0
25804,JPY,M2 Money Stock y/y,91.89,0.043,0.040999999999999995,2013-12-09 19:50:00,NZDJPY,0.0
25793,JPY,PPI y/y,69.62,0.027000000000000003,0.025,2013-12-10 19:50:00,NZDJPY,0.0
25792,JPY,Core Machinery Orders m/m,43.94,0.009000000000000001,-0.021,2013-12-10 19:50:00,NZDJPY,0.0
25769,NZD,REINZ HPI m/m,45.16,,0.016,2013-12-11 17:25:00,NZDJPY,1.0
25768,NZD,FPI m/m,11.63,,-0.01,2013-12-11 17:45:00,NZDJPY,1.0
25764,NZD,Official Cash Rate,11.54,0.025,0.025,2013-12-11 16:00:00,NZDJPY,0.0
25752,NZD,Business NZ Manufacturing Index,85.19,,55.9,2013-12-12 13:10:00,NZDJPY,0.0
25726,JPY,Tankan Non-Manufacturing Index,80.36,16.0,14.0,2013-12-15 19:50:00,NZDJPY,-2.0
25725,JPY,Tankan Manufacturing Index,84.34,15.0,12.0,2013-12-15 19:50:00,NZDJPY,-2.0
25723,NZD,Westpac Consumer Sentiment,94.83,,115.4,2013-12-15 17:00:00,NZDJPY,-2.0
25695,NZD,ANZ Business Confidence,92.0,,60.5,2013-12-17 20:00:00,NZDJPY,0.0
25694,JPY,Trade Balance,23.18,-1130000000000.0,-1090000000000.0001,2013-12-17 19:50:00,NZDJPY,0.0
25692,NZD,Current Account,23.31,-4450000000.0,-1340000000.0,2013-12-17 17:45:00,NZDJPY,1.0
25670,NZD,Trade Balance,60.89,,-173000000.0,2013-12-18 17:45:00,NZDJPY,0.0
25669,NZD,GDP q/q,50.0,0.011000000000000001,0.003,2013-12-18 17:45:00,NZDJPY,0.0
25648,NZD,Credit Card Spending y/y,53.29,,0.033,2013-12-19 22:00:00,NZDJPY,0.0
25645,NZD,Visitor Arrivals m/m,33.22,,-0.019,2013-12-19 17:45:00,NZDJPY,0.0
25604,JPY,SPPI y/y,59.72,0.008,0.008,2013-12-24 19:50:00,NZDJPY,-2.0
25581,JPY,Average Cash Earnings y/y,73.4,0.004,-0.001,2013-12-26 21:30:00,NZDJPY,0.0
25580,JPY,Retail Sales y/y,58.45,0.028999999999999998,0.024,2013-12-26 19:50:00,NZDJPY,0.0
25579,JPY,Prelim Industrial Production m/m,73.73,0.006,0.005,2013-12-26 19:50:00,NZDJPY,0.0
25578,JPY,Unemployment Rate,27.91,0.039,0.04,2013-12-26 19:30:00,NZDJPY,0.0
25577,JPY,National Core CPI y/y,56.9,0.011000000000000001,0.009000000000000001,2013-12-26 19:30:00,NZDJPY,0.0
25576,JPY,Tokyo Core CPI y/y,56.0,0.006999999999999999,0.006,2013-12-26 19:30:00,NZDJPY,0.0
25575,JPY,Household Spending y/y,64.61,0.019,0.009000000000000001,2013-12-26 19:30:00,NZDJPY,0.0
25574,JPY,Final Manufacturing PMI,93.82,,55.1,2013-12-26 19:15:00,NZDJPY,0.0
25499,JPY,10-y Bond Auction,38.85,,2.325,2014-01-06 23:45:00,NZDJPY,0.0
25497,JPY,Monetary Base y/y,95.9,0.552,0.525,2014-01-06 19:50:00,NZDJPY,0.0
25465,NZD,ANZ Commodity Prices m/m,35.5,,-0.003,2014-01-08 20:00:00,NZDJPY,0.0
25464,NZD,Building Consents m/m,33.2,,0.003,2014-01-08 17:45:00,NZDJPY,0.0
25414,JPY,Bank Lending y/y,75.0,,0.022000000000000002,2014-01-13 19:50:00,NZDJPY,0.0
25413,JPY,Current Account,21.56,-20000000000.0,-60000000000.0,2014-01-13 19:50:00,NZDJPY,0.0
25412,NZD,NZIER Business Confidence,88.03,,38.0,2014-01-13 17:00:00,NZDJPY,0.0
25408,NZD,FPI m/m,30.23,,-0.002,2014-01-14 17:48:00,NZDJPY,0.0
25405,JPY,30-y Bond Auction,60.69,,2.95,2014-01-14 23:45:00,NZDJPY,0.0
25402,JPY,M2 Money Stock y/y,100.0,0.045,0.044000000000000004,2014-01-14 19:50:00,NZDJPY,0.0
25381,JPY,PPI y/y,70.25,0.027000000000000003,0.026000000000000002,2014-01-15 19:50:00,NZDJPY,0.0
25380,JPY,Tertiary Industry Activity m/m,56.82,0.008,-0.009000000000000001,2014-01-15 19:50:00,NZDJPY,0.0
25378,JPY,Core Machinery Orders m/m,50.76,0.012,0.006,2014-01-15 19:50:00,NZDJPY,0.0
25338,NZD,REINZ HPI m/m,40.86,,0.012,2014-01-19 23:03:00,NZDJPY,0.0
25330,NZD,CPI q/q,50.0,0.0,0.009000000000000001,2014-01-20 17:45:00,NZDJPY,0.0
25313,NZD,Business NZ Manufacturing Index,89.71,,57.0,2014-01-22 17:33:00,NZDJPY,0.0
25297,NZD,Credit Card Spending y/y,76.97,,0.069,2014-01-23 22:10:00,NZDJPY,0.0
25264,JPY,Trade Balance,16.26,-1330000000000.0,-1290000000000.0,2014-01-26 19:50:00,NZDJPY,-2.0
25260,JPY,SPPI y/y,65.28,0.011000000000000001,0.012,2014-01-27 19:50:00,NZDJPY,0.0
25238,JPY,Retail Sales y/y,66.67,0.039,0.040999999999999995,2014-01-29 19:50:00,NZDJPY,1.0
25237,NZD,Visitor Arrivals m/m,50.67,,0.033,2014-01-29 17:45:00,NZDJPY,1.0
25236,NZD,Building Consents m/m,43.05,,0.125,2014-01-29 17:45:00,NZDJPY,1.0
25234,NZD,Official Cash Rate,11.54,0.025,0.025,2014-01-29 16:00:00,NZDJPY,1.0
25219,JPY,Prelim Industrial Production m/m,70.97,0.013000000000000001,-0.001,2014-01-30 19:50:00,NZDJPY,0.0
25218,JPY,Tokyo Core CPI y/y,58.0,0.006999999999999999,0.006999999999999999,2014-01-30 19:30:00,NZDJPY,0.0
25217,JPY,Unemployment Rate,27.91,0.039,0.04,2014-01-30 19:30:00,NZDJPY,0.0
25216,JPY,National Core CPI y/y,62.07,0.012,0.012,2014-01-30 19:30:00,NZDJPY,0.0
25215,JPY,Household Spending y/y,60.67,0.012,0.002,2014-01-30 19:30:00,NZDJPY,0.0
25214,JPY,Final Manufacturing PMI,94.21,,55.2,2014-01-30 19:15:00,NZDJPY,0.0
25212,NZD,Trade Balance,60.91,550000000.0,183000000.0,2014-01-30 17:45:00,NZDJPY,0.0
25128,NZD,GDT Price Index,30.29,,-0.024,2014-02-01 10:33:00,NZDJPY,-2.0
25106,NZD,CPI q/q,17.86,0.004,0.0,2014-02-01 17:45:00,NZDJPY,-2.0
25040,NZD,GDT Price Index,30.29,,-0.024,2014-02-02 10:33:00,NZDJPY,-2.0
25018,NZD,CPI q/q,17.86,0.004,0.0,2014-02-02 17:45:00,NZDJPY,-2.0
24952,NZD,GDT Price Index,30.29,,-0.024,2014-02-03 10:33:00,NZDJPY,0.0
24930,NZD,CPI q/q,17.86,0.004,0.0,2014-02-03 17:45:00,NZDJPY,1.0
24865,NZD,GDT Price Index,30.29,,-0.024,2014-02-04 10:33:00,NZDJPY,-1.0
24844,NZD,CPI q/q,17.86,0.004,0.0,2014-02-04 17:45:00,NZDJPY,-1.0
24776,NZD,GDT Price Index,30.29,,-0.024,2014-02-05 10:33:00,NZDJPY,0.0
24754,NZD,CPI q/q,17.86,0.004,0.0,2014-02-05 17:45:00,NZDJPY,0.0
24688,NZD,GDT Price Index,30.29,,-0.024,2014-02-06 10:33:00,NZDJPY,0.0
24666,NZD,CPI q/q,17.86,0.004,0.0,2014-02-06 17:45:00,NZDJPY,-1.0
24600,NZD,GDT Price Index,30.29,,-0.024,2014-02-07 10:33:00,NZDJPY,0.0
24578,NZD,CPI q/q,17.86,0.004,0.0,2014-02-07 17:45:00,NZDJPY,0.0
24509,NZD,GDT Price Index,30.29,,-0.024,2014-02-08 10:33:00,NZDJPY,-2.0
24490,NZD,CPI q/q,17.86,0.004,0.0,2014-02-08 17:45:00,NZDJPY,-2.0
24424,NZD,GDT Price Index,30.29,,-0.024,2014-02-09 10:33:00,NZDJPY,-2.0
24404,NZD,CPI q/q,17.86,0.004,0.0,2014-02-09 17:45:00,NZDJPY,-2.0
24333,NZD,GDT Price Index,30.29,,-0.024,2014-02-10 10:33:00,NZDJPY,0.0
24313,NZD,CPI q/q,17.86,0.004,0.0,2014-02-10 17:45:00,NZDJPY,0.0
24248,NZD,GDT Price Index,30.29,,-0.024,2014-02-11 10:33:00,NZDJPY,0.0
24226,NZD,CPI q/q,17.86,0.004,0.0,2014-02-11 17:45:00,NZDJPY,0.0
24159,NZD,GDT Price Index,30.29,,-0.024,2014-02-12 10:33:00,NZDJPY,0.0
24138,NZD,CPI q/q,17.86,0.004,0.0,2014-02-12 17:45:00,NZDJPY,0.0
24072,NZD,GDT Price Index,30.29,,-0.024,2014-02-13 10:33:00,NZDJPY,0.0
24050,NZD,CPI q/q,17.86,0.004,0.0,2014-02-13 17:45:00,NZDJPY,0.0
23984,NZD,GDT Price Index,30.29,,-0.024,2014-02-14 10:33:00,NZDJPY,0.0
23962,NZD,CPI q/q,17.86,0.004,0.0,2014-02-14 17:45:00,NZDJPY,0.0
23896,NZD,GDT Price Index,30.29,,-0.024,2014-02-15 10:33:00,NZDJPY,-2.0
23874,NZD,CPI q/q,17.86,0.004,0.0,2014-02-15 17:45:00,NZDJPY,-2.0
23808,NZD,GDT Price Index,30.29,,-0.024,2014-02-16 10:33:00,NZDJPY,-2.0
23786,NZD,CPI q/q,17.86,0.004,0.0,2014-02-16 17:45:00,NZDJPY,-2.0
23720,NZD,GDT Price Index,30.29,,-0.024,2014-02-17 10:33:00,NZDJPY,0.0
23698,NZD,CPI q/q,17.86,0.004,0.0,2014-02-17 17:45:00,NZDJPY,0.0
23632,NZD,GDT Price Index,30.29,,-0.024,2014-02-18 10:33:00,NZDJPY,0.0
23610,NZD,CPI q/q,17.86,0.004,0.0,2014-02-18 17:45:00,NZDJPY,0.0
23544,NZD,GDT Price Index,30.29,,-0.024,2014-02-19 10:33:00,NZDJPY,0.0
23522,NZD,CPI q/q,17.86,0.004,0.0,2014-02-19 17:45:00,NZDJPY,0.0
23454,NZD,GDT Price Index,30.29,,-0.024,2014-02-20 10:33:00,NZDJPY,0.0
23436,NZD,CPI q/q,17.86,0.004,0.0,2014-02-20 17:45:00,NZDJPY,0.0
23368,NZD,GDT Price Index,30.29,,-0.024,2014-02-21 10:33:00,NZDJPY,0.0
23346,NZD,CPI q/q,17.86,0.004,0.0,2014-02-21 17:45:00,NZDJPY,0.0
23280,NZD,GDT Price Index,30.29,,-0.024,2014-02-22 10:33:00,NZDJPY,-2.0
23262,NZD,CPI q/q,17.86,0.004,0.0,2014-02-22 17:45:00,NZDJPY,-2.0
23192,NZD,GDT Price Index,30.29,,-0.024,2014-02-23 10:33:00,NZDJPY,-2.0
23179,NZD,CPI q/q,17.86,0.004,0.0,2014-02-23 17:45:00,NZDJPY,-2.0
23104,NZD,GDT Price Index,30.29,,-0.024,2014-02-24 10:33:00,NZDJPY,0.0
23082,NZD,CPI q/q,17.86,0.004,0.0,2014-02-24 17:45:00,NZDJPY,-1.0
23017,NZD,GDT Price Index,30.29,,-0.024,2014-02-25 10:33:00,NZDJPY,0.0
22994,NZD,CPI q/q,17.86,0.004,0.0,2014-02-25 17:45:00,NZDJPY,0.0
22928,NZD,GDT Price Index,30.29,,-0.024,2014-02-26 10:33:00,NZDJPY,0.0
22906,NZD,CPI q/q,17.86,0.004,0.0,2014-02-26 17:45:00,NZDJPY,0.0
22840,NZD,GDT Price Index,30.29,,-0.024,2014-02-27 10:33:00,NZDJPY,0.0
22818,NZD,CPI q/q,17.86,0.004,0.0,2014-02-27 17:45:00,NZDJPY,0.0
22749,NZD,GDT Price Index,30.29,,-0.024,2014-02-28 10:33:00,NZDJPY,0.0
22730,NZD,CPI q/q,17.86,0.004,0.0,2014-02-28 17:45:00,NZDJPY,0.0
22710,JPY,Capital Spending q/y,63.66,0.051,0.015,2014-03-02 19:50:00,NZDJPY,-2.0
22707,NZD,Overseas Trade Index q/q,100.0,0.019,0.075,2014-03-02 17:45:00,NZDJPY,-2.0
22706,JPY,10-y Bond Auction,22.5,,1.9000000000000001,2014-03-03 23:45:00,NZDJPY,0.0
22702,JPY,Average Cash Earnings y/y,79.79,0.003,0.005,2014-03-03 21:30:00,NZDJPY,0.0
22700,NZD,ANZ Commodity Prices m/m,43.0,,0.012,2014-03-03 20:00:00,NZDJPY,0.0
22699,JPY,Monetary Base y/y,95.13,0.542,0.519,2014-03-03 19:50:00,NZDJPY,0.0
22665,JPY,30-y Bond Auction,43.32,,2.495,2014-03-05 23:45:00,NZDJPY,0.0
22601,JPY,Final GDP Price Index y/y,40.62,-0.004,-0.004,2014-03-09 19:50:00,NZDJPY,-2.0
22600,JPY,Bank Lending y/y,76.79,,0.023,2014-03-09 19:50:00,NZDJPY,-2.0
22599,JPY,Final GDP q/q,78.18,0.002,0.003,2014-03-09 19:50:00,NZDJPY,-2.0
22598,JPY,Current Account,25.45,-590000000000.0,70000000000.0,2014-03-09 19:50:00,NZDJPY,-2.0
22597,NZD,Manufacturing Sales q/q,84.33,,0.062,2014-03-09 17:45:00,NZDJPY,-2.0
22591,JPY,M2 Money Stock y/y,97.3,0.044000000000000004,0.043,2014-03-10 19:50:00,NZDJPY,0.0
22590,NZD,REINZ HPI m/m,2.15,,-0.024,2014-03-10 15:59:00,NZDJPY,0.0
22577,JPY,PPI y/y,69.62,0.022000000000000002,0.025,2014-03-11 19:50:00,NZDJPY,0.0
22575,JPY,Tertiary Industry Activity m/m,61.36,0.006999999999999999,-0.005,2014-03-11 19:50:00,NZDJPY,0.0
22574,JPY,BSI Manufacturing Index,92.88,11.3,9.7,2014-03-11 19:50:00,NZDJPY,0.0
22556,JPY,Core Machinery Orders m/m,9.6,0.073,-0.157,2014-03-12 19:50:00,NZDJPY,0.0
22555,NZD,FPI m/m,62.79,,0.012,2014-03-12 17:45:00,NZDJPY,0.0
22551,NZD,Official Cash Rate,11.54,0.0275,0.025,2014-03-12 16:00:00,NZDJPY,0.0
22539,NZD,Business NZ Manufacturing Index,86.83,,56.3,2014-03-13 17:30:00,NZDJPY,1.0
22509,NZD,Westpac Consumer Sentiment,98.69,,120.1,2014-03-16 17:00:00,NZDJPY,-2.0
22497,JPY,Trade Balance,0.0,-890000000000.0,-1760000000000.0,2014-03-18 19:50:00,NZDJPY,0.0
22495,NZD,Current Account,23.21,-1440000000.0,-4880000000.0,2014-03-18 17:45:00,NZDJPY,0.0
22479,NZD,GDP q/q,84.62,0.01,0.012,2014-03-19 17:45:00,NZDJPY,0.0
22459,NZD,Credit Card Spending y/y,93.42,,0.094,2014-03-20 22:00:00,NZDJPY,0.0
22456,NZD,Visitor Arrivals m/m,48.99,,0.027999999999999997,2014-03-20 17:45:00,NZDJPY,0.0
22412,JPY,SPPI y/y,58.33,0.008,0.006999999999999999,2014-03-25 19:50:00,NZDJPY,0.0
22393,NZD,Trade Balance,60.91,595000000.0,286000000.0,2014-03-26 17:45:00,NZDJPY,0.0
22381,JPY,Retail Sales y/y,68.12,0.034,0.044000000000000004,2014-03-27 19:50:00,NZDJPY,0.0
22380,JPY,Unemployment Rate,20.93,0.037000000000000005,0.037000000000000005,2014-03-27 19:30:00,NZDJPY,0.0
22379,JPY,National Core CPI y/y,63.79,0.013000000000000001,0.013000000000000001,2014-03-27 19:30:00,NZDJPY,0.0
22378,JPY,Tokyo Core CPI y/y,62.0,0.009000000000000001,0.009000000000000001,2014-03-27 19:30:00,NZDJPY,0.0
22377,JPY,Household Spending y/y,65.73,0.002,0.011000000000000001,2014-03-27 19:30:00,NZDJPY,0.0
22346,NZD,ANZ Business Confidence,100.0,,70.8,2014-03-30 20:00:00,NZDJPY,-2.0
22344,JPY,Prelim Industrial Production m/m,88.94,0.036000000000000004,0.038,2014-03-30 19:50:00,NZDJPY,-2.0
22342,JPY,Final Manufacturing PMI,95.37,,55.5,2014-03-30 19:15:00,NZDJPY,-2.0
22341,NZD,Building Consents m/m,26.01,,-0.086,2014-03-30 17:45:00,NZDJPY,-2.0
22340,JPY,10-y Bond Auction,28.27,,2.05,2014-03-31 23:45:00,NZDJPY,0.0
22336,JPY,Average Cash Earnings y/y,72.34,-0.001,-0.002,2014-03-31 21:30:00,NZDJPY,0.0
22334,JPY,Tankan Manufacturing Index,89.16,19.0,16.0,2014-03-31 19:50:00,NZDJPY,0.0
